sr_no,song_name,album_name,artist_name,isrc,upc,language,label,Main_Label,Sub_Label,Label_Identification,ad_supported_streams,subscription_streams,jio_trial_streams,total,income,admin_Exp,royality,id,original_l1_name,original_l2_name,company
"282077","Megh Balikar Jonye Rupkotha","Kobita Scope","Sutapa Bandyopadhyay","INT441609708","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","85","1","0","86","6.45000000","0.96750000","5.48250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"282582","Tumi Sundor Tai Cheye Thaki","Nana Ronger Nojrul","Ramanuj Chakraborty","INT441638612","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","142","6","0","148","11.10000000","1.66500000","9.43500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"282740","Ahimsa Part I","Ahimsa Part 1","Matthias Muller","INT441612901","8.90387E+12","Instrumental","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"282877","Mata Pita Gacher Gora","Bajlo Harinamer Danka","Sukumar Das Baul","INT441604907","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","13","0","0","13","0.97500000","0.14625000","0.82875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"282947","Bondhu Binodiyare","Ami Gaya Gelam","Ratna Rajbanshi","INT441606103","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"283249","Bosonto Bohilo Sokhi","Bosonto Bohilo Sokhi","Monalisa De","INT442200128","1.96627E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","19","3","0","22","1.65000000","0.24750000","1.40250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"283336","Deep Nibe Gechhe Mamo","Som Er Robi","Shom","INT441648305","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","0","1","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"283764","Aas Ne Kitne","Aap Ki Khidmat Mein","Manna Dey","INT441611501","8.90387E+12","Hindi","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"284088","Turuk Turuk Ta Na Na","Lalgarer Lal Mati","Mahul Band  Partha Bhowmik","INT441633910","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","6","0","0","6","0.45000000","0.06750000","0.38250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"284236","Megher Jahaj","Megher Jahaj","Partha Bhowmick","INT441663907","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"284347","Tumi Rabe Nirabe","Anondodhara","Sumit Sachin","INT441614709","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"284525","Dessert and Dance","Superhit Song Collection Arabic  Vol. 03","Billa Sheikh","INT442200635","1.97188E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","0","1","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"284550","Phagun Haway","Troyee","Bratatee Biswas Mondal  Rabindranath Tagore","INT441659209","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","7","0","0","7","0.52500000","0.07875000","0.44625000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"284682","Tumi Je Maa Go Vorer O Usha","Anandomoyee Maa Saroda","Ratna Ghuha","INT441672106","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","4","0","0","4","0.30000000","0.04500000","0.25500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"284704","Bhangi Gol","Ranangan","Nipon","INT441643701","8.90387E+12","Assamese","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","37","0","0","37","2.77500000","0.41625000","2.35875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"284717","Jhim Dhora Ek Nodite","Rong Dio Na","Ekta","INT441645604","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"284812","Ebar Tomar Mora Gaange","Mayurer Moto Nache Re","Agnibha Bandyopadhyay","INT441635207","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"285224","Ektuku Choya Lage","Tomar Apon","Pampa Chakraborty","INT441652406","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"285302","Amar Ange Ange Ke","Ovisaar","Priyamvada","INT441607302","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"285527","Koto Baro Bhebechhinu","Koto Baro Bhebechhinu","Jaitri Choudhury","INT442300057","1.97188E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","17","0","0","17","1.27500000","0.19125000","1.08375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"285552","Khati Prem Ratan Ki","Biren Das Baul","Biren Das","INT441618509","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","7","0","0","7","0.52500000","0.07875000","0.44625000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"285605","Swaroope Roop Achhe Gilti Kora","Baul Fakir Utsav","Tuntun Fakir","INT441616724","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","5","0","0","5","0.37500000","0.05625000","0.31875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"285691","Tomake Na Dekhle","Tomake Na Dekhle","Surjya Deb Barman","INT442100015","1.94157E+12","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"285846","Addate Jara Ghar Chari","Accident","Joy Sarkar","INT441612401","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","22","0","0","22","1.65000000","0.24750000","1.40250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"286047","Amalo Dhobolo","Amalo Dhobolo","Soumili Chakraborty","INT442300097","1.97188E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","9","0","0","9","0.67500000","0.10125000","0.57375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"286403","Jabar Bela Sesh Kathati","Se Barota","Shamik Pal","INT441608404","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"286427","O Amar Desher Mati","Amader Gaan","Bubai Nandi","INT441666411","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"286612","Ebar Tor Mora Gange Ban Eseche","Matir Taane","Parbati Roy","INT441900016","1.93483E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"286825","Shri Ramkrishna Naam","Abatar Boristhayo","Tarun Tapan","INT442200593","1.97187E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"286851","Sundor Tomari Naam","Swamijir Gawa Gan","Suprotik Das","INT441650526","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","20","0","0","20","1.50000000","0.22500000","1.27500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"287358","Ananderi Sagar Hote","Gitanjali Ek","Srikanto Acharya","INT441607903","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","11","0","0","11","0.82500000","0.12375000","0.70125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"287380","Kripan O Eki Labanye Purno Pran","Notun Korey","Dr Pubali Debnath  Prabir Brahmachari","INT442300540","1.97189E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"287526","Altu Rajar Faltu Sepai","Eka Eka","Dr. Smritilekha Bhunia","INT441900028","1.93483E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"287825","Jagoroney Jaay Bibhabori","Jagoroney Jaay Bibhabori","Nandita","INT442200181","1.96627E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","48","0","0","48","3.60000000","0.54000000","3.06000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"287852","Mere Pyare Baba Shyam","Yeh Murath Pyari Hain","Prerna Jajodia","INT441648204","8.90387E+12","Hindi","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"287994","Kandari Hushiar","Ekusher Chatonai Sahobag","Najrul Islam","INT441625813","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"288313","Maha Mrityunjoy","Dev Devi Mantram","Bhaskara","INT441803387","1.93483E+11","Sanskrit","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"288423","Bhagyeete Jar Dukha Lekha","Bhebe Chhilam Aapan Jare","Parikshit Bala","INT441617714","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","58","1","0","59","4.42500000","0.66375000","3.76125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"288497","Khuchro To Nei Vai","Har Mana Har","Madhumani","INT441628504","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"288769","Jagatguru Porom Premmoy","Pranaam Tomay","Shankar Prasad Shome","INT441605905","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","19","1","0","20","1.50000000","0.22500000","1.27500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"288801","Ghum Asena","Bristi Nemeche","Saoni Mitra","INT441619407","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"288911","Oke Dhorile To Dhora Debe Na","Paromporjo  Vol. 03","Sourav Das","INT442200383","1.97187E+11","Bengali","Thinktrek Software LLP","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"288924","Chand Er Gaye","Aak Ek Ke Dui","Sraboni Sen","INT441611103","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","12","0","0","12","0.90000000","0.13500000","0.76500000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"288946","Sob Loke Koy Lalon","Emon Manob Jonom","Santana Chakraborty","INT441605407","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","5","0","0","5","0.37500000","0.05625000","0.31875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"289006","Shila Jaban Bhail","Lallu Bihari","Baiju Banshi","INT441634008","8.90387E+12","Bhojpuri","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"289010","Wraths Black Rain","Chronic Xorn","Mercy","INT441621311","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"289045","Aire Vola Kheal Khola","Abol Tabol","Samantak","INT441612201","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","5","0","0","5","0.37500000","0.05625000","0.31875000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"289054","Chhat Phat Chhat Phat Kare","Bhebe Chhilam Aapan Jare","Shampa Chakraborty  Shukontho Adhikary","INT441617722","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","8","0","0","8","0.60000000","0.09000000","0.51000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"289289","Kano Je Jani Na","Mon","Pratik Choudhury","INT441636103","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"289302","Dil Jane Na","Chashme Baddoor","Banasri Ghoshal","INT441620503","8.90387E+12","Hindi","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","5113","174","0","5287","396.52500000","59.47875000","337.04625000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"289309","Alo","Viber Tunes Vol 1","Oxygen(Band)","INT441654202","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"289349","Tomai Gaan Sonabo","Praaner Robi","Jayita Banerjee","INT441667507","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"289470","Sundar Ei Prithibite","Bhober Karnadhar","Sadhan Das Baul","INT441605010","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"289718","Prothomo Aditobo","To Tagore","Debasmita Mandal","INT441652306","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","7","1","0","8","0.60000000","0.09000000","0.51000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"289956","Hridaye Radha Naamer","Deoghare Jabi Jodi Mon","Ananta Kumar Mistiri","INT441605205","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","2","0","0","2","0.15000000","0.02250000","0.12750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"290108","Cronos","Inter Sections","Bodhisattwa Ghosh","INT441630303","8.90387E+12","Instrumental","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"290843","Hridayer Dhon Porom Roton","Hori Namer Tori","Nilima Biswas","INT441605704","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"290892","Je Rate Mor Duarguli","Hridoyer Kotha","Sreeradha Bandyopadhyay","INT441630105","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","82","0","0","82","6.15000000","0.92250000","5.22750000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"291255","Edin Aji Kon Ghore","Aamar Bela Je Jaay","Rudra Saikat","INT441611206","8.90387E+12","Instrumental","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","3","0","0","3","0.22500000","0.03375000","0.19125000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"291448","Ami Kon Patha A Jai","Bijoyer Gaan","Nikhil Biswas","INT441618301","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","1","0","0","1","0.07500000","0.01125000","0.06375000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"291864","Tohra Yaad Aawela","O Sajna","Tanu Shree","INT441639708","8.90387E+12","Bhojpuri","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","16","0","0","16","1.20000000","0.18000000","1.02000000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
"292004","Amay Pagol Banaili Bandhu","Nouka Khola","Saurav Mandal","INT441639502","8.90387E+12","Bengali","ThinkTrek","Thinktrek Software LLP","Thinktrek Software LLP","PDL","6","0","0","6","0.45000000","0.06750000","0.38250000","216","Thinktrek Software LLP","Thinktrek Software LLP",""
